Channel Name,Channel ID,YouTube URL,Theme,Tags,Favorite,Classification Basis,Needs Review
Daily Sabry,UCrCyNPwHaRzkJ43kQLu0VWQ,https://www.youtube.com/channel/UCrCyNPwHaRzkJ43kQLu0VWQ,Science & Ideas,Science; Ideas,Yes,"Inferred from channel name, recent video titles, and collection context",No
Daily Stoic,UCkUaT0T03TJvafYkfATM2Ag,https://www.youtube.com/channel/UCkUaT0T03TJvafYkfATM2Ag,Science & Ideas,Science; Ideas; History; Philosophy,Yes,"Inferred from channel name, recent video titles, and collection context",No
David Rajulkahf,UCiMplCEVdc5YflcI3GeDy-g,https://www.youtube.com/channel/UCiMplCEVdc5YflcI3GeDy-g,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Dir L'kit - دير الكيت,UCChJT4iBXvC-DXXkGajXZQw,https://www.youtube.com/channel/UCChJT4iBXvC-DXXkGajXZQw,Science & Ideas,Science; Ideas; Philosophy,Yes,"Inferred from channel name, recent video titles, and collection context",No
Egychology - ايجيكولوجي,UCk5OZdnlhjc0DsZrnRUlIeQ,https://www.youtube.com/channel/UCk5OZdnlhjc0DsZrnRUlIeQ,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
Elplatform - البلاتفورم,UCO6ST5lJ_wsVIM_6cBiqUvw,https://www.youtube.com/channel/UCO6ST5lJ_wsVIM_6cBiqUvw,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
Elzero Tube,UCQqN3qgYbkfd0EkdhJmN5tQ,https://www.youtube.com/channel/UCQqN3qgYbkfd0EkdhJmN5tQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Eslam Mostafa,UCj4C--E-nUOcbEBAIfT46rg,https://www.youtube.com/channel/UCj4C--E-nUOcbEBAIfT46rg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Espitalia - الاسبتالية,UC07e1ZK4KWoDWnCN-z6VUiA,https://www.youtube.com/channel/UC07e1ZK4KWoDWnCN-z6VUiA,Science & Ideas,Science; Ideas; Psychology,Yes,Inferred from the previous PocketTube collection,No
Eternalised,UCqos1tl0RntucGGtPXNxkkA,https://www.youtube.com/channel/UCqos1tl0RntucGGtPXNxkkA,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
Fiction Beast,UCZlodzngfsaCQAKE6wXiuMw,https://www.youtube.com/channel/UCZlodzngfsaCQAKE6wXiuMw,Science & Ideas,Science; Ideas,Yes,"Inferred from channel name, recent video titles, and collection context",No
Genuine Curiosity,UChdQ1rDSDgxJwPqIxvVA0Jw,https://www.youtube.com/channel/UChdQ1rDSDgxJwPqIxvVA0Jw,Science & Ideas,Science; Ideas; History,Yes,Inferred from the previous PocketTube collection,No
Haki Nasawi حكي نسوي,UC0e00jkBl95F8_I_40Wr1kQ,https://www.youtube.com/channel/UC0e00jkBl95F8_I_40Wr1kQ,Science & Ideas,Science; Ideas,Yes,"Inferred from channel name, recent video titles, and collection context",No
Hawamich Media,UCwtbHS_jyPsEzDOc5ay9tDA,https://www.youtube.com/channel/UCwtbHS_jyPsEzDOc5ay9tDA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
HistoryPod,UCQD8u6YFRiGwObqpqpq7JFA,https://www.youtube.com/channel/UCQD8u6YFRiGwObqpqpq7JFA,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
Hossam Elemam - حسام الامام,UCMzMzZaWrlhJyg5f9TC0fFg,https://www.youtube.com/channel/UCMzMzZaWrlhJyg5f9TC0fFg,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
Hossam Heikal,UCytIVg_oo3LQSdDjxPkhsIw,https://www.youtube.com/channel/UCytIVg_oo3LQSdDjxPkhsIw,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
Ihssane Benalluch,UC-TDfXUC9HlqvoQxMolYHRA,https://www.youtube.com/channel/UC-TDfXUC9HlqvoQxMolYHRA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
ilal Internet Stories,UCJFH9V20yL9ceTWbHiwzV8Q,https://www.youtube.com/channel/UCJFH9V20yL9ceTWbHiwzV8Q,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Joe HaTTab,UCe6eisvsctSPvBhmincn6kA,https://www.youtube.com/channel/UCe6eisvsctSPvBhmincn6kA,Science & Ideas,Science; Ideas,Yes,"Inferred from channel name, recent video titles, and collection context",No
Jordan B Peterson,UCL_f53ZEJxp8TtlOkHwMV9Q,https://www.youtube.com/channel/UCL_f53ZEJxp8TtlOkHwMV9Q,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
Khaled Alamy,UCGmMKLj3hSFcXAsA8sjPHow,https://www.youtube.com/channel/UCGmMKLj3hSFcXAsA8sjPHow,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Khalid Abdulaziz S,UCtsAO2Rl3MhnoLHMMoQXyRw,https://www.youtube.com/channel/UCtsAO2Rl3MhnoLHMMoQXyRw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Longevity Business School,UCKjixCDcpWI7atpFrgKPQ2Q,https://www.youtube.com/channel/UCKjixCDcpWI7atpFrgKPQ2Q,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
M Salem,UCVpReSbzjuKnY8AAcWYbtiw,https://www.youtube.com/channel/UCVpReSbzjuKnY8AAcWYbtiw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Mark Manson,UC0TnW9acNxqeojxXDMbohcA,https://www.youtube.com/channel/UC0TnW9acNxqeojxXDMbohcA,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
Marouane Lamharzi Alaoui,UCHr_zjenUjU7G1NXegSMHPg,https://www.youtube.com/channel/UCHr_zjenUjU7G1NXegSMHPg,Science & Ideas,Science; Ideas; History; Philosophy,Yes,"Inferred from channel name, recent video titles, and collection context",No
Maryam BinFahad,UC99LYjG4MeQX82a1zw8fZ8w,https://www.youtube.com/channel/UC99LYjG4MeQX82a1zw8fZ8w,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
MATH PHYSIQUE MA,UC57fwn-khHWSt1CJUwGjJ2Q,https://www.youtube.com/channel/UC57fwn-khHWSt1CJUwGjJ2Q,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Mikey Posada,UCJY3HORlEGL1YRlcffpBBaw,https://www.youtube.com/channel/UCJY3HORlEGL1YRlcffpBBaw,Science & Ideas,Science; Ideas; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
Mohamed Qasem,UCBIqnqNeU4GoeWlwgiwsZIQ,https://www.youtube.com/channel/UCBIqnqNeU4GoeWlwgiwsZIQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Mohamed Rida Math - محمد رضى,UC2etP-gDvJgU6tbjLSIfasg,https://www.youtube.com/channel/UC2etP-gDvJgU6tbjLSIfasg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Mohannad Abu Rizk - مهند أبو رزق,UC4NvZ2UjhD9Jzzt-LOu-UCg,https://www.youtube.com/channel/UC4NvZ2UjhD9Jzzt-LOu-UCg,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
Moroccan insanity,UCipdd_fqkhkhMAvOggL-egg,https://www.youtube.com/channel/UCipdd_fqkhkhMAvOggL-egg,Science & Ideas,Science; Ideas; Philosophy; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
Mostafa Salah,UCvHrctkH78fncNv_ApI4shw,https://www.youtube.com/channel/UCvHrctkH78fncNv_ApI4shw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Mr Adnan,UCrVAIpnjKVj6iYG2p8I6XDQ,https://www.youtube.com/channel/UCrVAIpnjKVj6iYG2p8I6XDQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
muscle clinic - ماسل كلينك,UCsJRPfHLASyko7TKI2NXeCA,https://www.youtube.com/channel/UCsJRPfHLASyko7TKI2NXeCA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Nader Algalaa,UC6O_sM7JpGvvgbOzjmToY7g,https://www.youtube.com/channel/UC6O_sM7JpGvvgbOzjmToY7g,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Najib El Mokhtari,UCzNcnIeuGLXR4uAsJ6cP3kw,https://www.youtube.com/channel/UCzNcnIeuGLXR4uAsJ6cP3kw,Science & Ideas,Science; Ideas; History,Yes,"Inferred from channel name, recent video titles, and collection context",No
Nawafed - نوافذ,UCBcLf1KYcb5h2j2GszqtihA,https://www.youtube.com/channel/UCBcLf1KYcb5h2j2GszqtihA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Nidhal Guessoum نضال قسوم,UCxPtfAOwtyd_N6keP3MnVmw,https://www.youtube.com/channel/UCxPtfAOwtyd_N6keP3MnVmw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Nour Homsi,UCLcFW31aAxyqsDxtALNnVTw,https://www.youtube.com/channel/UCLcFW31aAxyqsDxtALNnVTw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Nura Erdoğan (‫نورة اردوغان‬‎),UCT0qp0pCyyINXB4UhLzwpqQ,https://www.youtube.com/channel/UCT0qp0pCyyINXB4UhLzwpqQ,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
ossagi | أوساجي,UCf9mIE9p8B7XZC-WuNz9ShQ,https://www.youtube.com/channel/UCf9mIE9p8B7XZC-WuNz9ShQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Philosophy Coded,UCnkofs4n-uo0yUroehuz4yQ,https://www.youtube.com/channel/UCnkofs4n-uo0yUroehuz4yQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Philosophy Tube,UC2PA-AKmVpU6NKCGtZq_rKQ,https://www.youtube.com/channel/UC2PA-AKmVpU6NKCGtZq_rKQ,Science & Ideas,Science; Ideas; History; Philosophy,Yes,"Inferred from channel name, recent video titles, and collection context",No
Psychology with Dr. Ana,UCOxhlNofmYH-MRC36TURUGw,https://www.youtube.com/channel/UCOxhlNofmYH-MRC36TURUGw,Science & Ideas,Science; Ideas; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
Pursuit of Wonder,UC-tLyAaPbRZiYrOJxAGB7dQ,https://www.youtube.com/channel/UC-tLyAaPbRZiYrOJxAGB7dQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Rabab Alhunaidi,UCLgPmO7ioXNt-_QsZHS6CVw,https://www.youtube.com/channel/UCLgPmO7ioXNt-_QsZHS6CVw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Salam Clips,UC2XJPzFcKHpOd0-DhVXKGVQ,https://www.youtube.com/channel/UC2XJPzFcKHpOd0-DhVXKGVQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Salam Katanani,UCk9TidvjrtSuvlUPh-pq9NQ,https://www.youtube.com/channel/UCk9TidvjrtSuvlUPh-pq9NQ,Science & Ideas,Science; Ideas; Psychology,Yes,Inferred from the previous PocketTube collection,No
Salma Ghalmi,UCHWFwb9-caepaEsi8wVsyIQ,https://www.youtube.com/channel/UCHWFwb9-caepaEsi8wVsyIQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
SciencePetr,UC27eC_usQzXTj9dK8JLDLwQ,https://www.youtube.com/channel/UC27eC_usQzXTj9dK8JLDLwQ,Science & Ideas,Science; Ideas; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
Selma Hamadou - سلمى حمادو,UC5egHpXdFFSw3SLl1P3NsJA,https://www.youtube.com/channel/UC5egHpXdFFSw3SLl1P3NsJA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
StarTalk,UCqoAEDirJPjEUFcF2FklnBA,https://www.youtube.com/channel/UCqoAEDirJPjEUFcF2FklnBA,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
StarTalk Plus,UCQzvIHX3SVrSc9P5_GdRWfQ,https://www.youtube.com/channel/UCQzvIHX3SVrSc9P5_GdRWfQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
StoryTime,UC8sEv1jQMESDP2XBJX8lzHQ,https://www.youtube.com/channel/UC8sEv1jQMESDP2XBJX8lzHQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Tawjih Techno,UCymWuP1OfcUkj5pS1mCUFYQ,https://www.youtube.com/channel/UCymWuP1OfcUkj5pS1mCUFYQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
tawtik audiovisuel,UCnbLjVzAdz8aHA4FsFTufAw,https://www.youtube.com/channel/UCnbLjVzAdz8aHA4FsFTufAw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
TED-Ed,UCsooa4yRKGN_zEE8iknghZA,https://www.youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
THE MOROCCAN DREAM,UCY4N9OvDJapv7hcXO9PK5GQ,https://www.youtube.com/channel/UCY4N9OvDJapv7hcXO9PK5GQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
The Rest Is Science,UCThg2IH7bNbIQF0hmXA9ECw,https://www.youtube.com/channel/UCThg2IH7bNbIQF0hmXA9ECw,Science & Ideas,Science; Ideas,Yes,"Inferred from channel name, recent video titles, and collection context",No
Unknown channel,UCG7E24xqPnCcKSTKM1NYmWw,https://www.youtube.com/channel/UCG7E24xqPnCcKSTKM1NYmWw,Science & Ideas,,No,Needs review: channel metadata could not be resolved,Yes
Unknown channel,UCHZ5aiT4AuuqKLAGefojfNg,https://www.youtube.com/channel/UCHZ5aiT4AuuqKLAGefojfNg,Science & Ideas,,No,Needs review: channel metadata could not be resolved,Yes
Unknown channel,UChUC06lcICzF_jBEhMSkiMg,https://www.youtube.com/channel/UChUC06lcICzF_jBEhMSkiMg,Science & Ideas,,No,Needs review: channel metadata could not be resolved,Yes
Unknown channel,UCp24iCen1UdEJr4ZSMyYfKA,https://www.youtube.com/channel/UCp24iCen1UdEJr4ZSMyYfKA,Science & Ideas,Science; Ideas,Yes,Needs review: channel metadata could not be resolved,Yes
Unknown channel,UCzmNyFIqGyVquE93gxRjQdw,https://www.youtube.com/channel/UCzmNyFIqGyVquE93gxRjQdw,Science & Ideas,,No,Needs review: channel metadata could not be resolved,Yes
V Channel,UC3959TTdLohvnqckFKc76yg,https://www.youtube.com/channel/UC3959TTdLohvnqckFKc76yg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
What's Next? - ماذا بعد؟,UCApVtnE-ceHuODyZKWLUmNg,https://www.youtube.com/channel/UCApVtnE-ceHuODyZKWLUmNg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
With Nassima,UCOTVWtWjEf_5rwVJMuQUhXg,https://www.youtube.com/channel/UCOTVWtWjEf_5rwVJMuQUhXg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Yassine Cherkaoui,UChpkgBhCENp4CdL_IcU7tpg,https://www.youtube.com/channel/UChpkgBhCENp4CdL_IcU7tpg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Youssef AKALAL,UCPxyNcNQHgfqMZNWyxqn1Pg,https://www.youtube.com/channel/UCPxyNcNQHgfqMZNWyxqn1Pg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
أحمد بحيري,UChu58fbuG4Uepdr6tjrUGTw,https://www.youtube.com/channel/UChu58fbuG4Uepdr6tjrUGTw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
إذاعة إنســان,UCe5eYsugVJLzIF_JALMiXzQ,https://www.youtube.com/channel/UCe5eYsugVJLzIF_JALMiXzQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
الآن تعلم,UCSFcMTqUpgSBn0n_VTfXo8g,https://www.youtube.com/channel/UCSFcMTqUpgSBn0n_VTfXo8g,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
الجانب الأسود,UCWId2zsVB_Vau0eyvKTfeDA,https://www.youtube.com/channel/UCWId2zsVB_Vau0eyvKTfeDA,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
الحياة الطيبة🌤,UCUexEbGEiVsLyjJUmHgqPIA,https://www.youtube.com/channel/UCUexEbGEiVsLyjJUmHgqPIA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
الدعوة الإسلامية eld3wah,UCAtyqlk0W-dkea057reA9cw,https://www.youtube.com/channel/UCAtyqlk0W-dkea057reA9cw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
الرحّالة,UC4Q6kNtIxVuiVs8rj50bxaw,https://www.youtube.com/channel/UC4Q6kNtIxVuiVs8rj50bxaw,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
العقل زينة,UCAm4BlOHGtZXwH3aLDfHaZg,https://www.youtube.com/channel/UCAm4BlOHGtZXwH3aLDfHaZg,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
باب المعرفة,UCLYhGvO7A1nhjZs9IKoLb0w,https://www.youtube.com/channel/UCLYhGvO7A1nhjZs9IKoLb0w,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
بانتوماث - Pantomath,UChq-W5PT7T-0-tsoRhpTPAg,https://www.youtube.com/channel/UChq-W5PT7T-0-tsoRhpTPAg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
جامعة العلوم والتكنولوجيا التعليم الالكتروني والتعلم عن بُعد,UCTeSptqQ0agG0FojtPm-Q0g,https://www.youtube.com/channel/UCTeSptqQ0agG0FojtPm-Q0g,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
حسين سعدون,UCjEm634jQcq63SD2xG5xx-A,https://www.youtube.com/channel/UCjEm634jQcq63SD2xG5xx-A,Science & Ideas,Science; Ideas; History; Philosophy,Yes,"Inferred from channel name, recent video titles, and collection context",No
حسين عبدالله Hussain Abdullah,UCFq4pOuTiZmfJyCxaYTT3Hg,https://www.youtube.com/channel/UCFq4pOuTiZmfJyCxaYTT3Hg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
حيدورانت - haidurant,UC1-Eg1iWNmDE_V953oOgh-Q,https://www.youtube.com/channel/UC1-Eg1iWNmDE_V953oOgh-Q,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
سعد القحطاني,UCyQw44YqPM0kDCHYQmGPVeQ,https://www.youtube.com/channel/UCyQw44YqPM0kDCHYQmGPVeQ,Science & Ideas,Science; Ideas; History,Yes,Inferred from the previous PocketTube collection,No
صالح ابو طويلة,UCclxz3Nz8pb5h33lLSfzk1w,https://www.youtube.com/channel/UCclxz3Nz8pb5h33lLSfzk1w,Science & Ideas,Science; Ideas; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
طحالب,UCuLxvZzGeoJYATCMr97dJZQ,https://www.youtube.com/channel/UCuLxvZzGeoJYATCMr97dJZQ,Science & Ideas,Science; Ideas,Yes,"Inferred from channel name, recent video titles, and collection context",No
عادل الجندي,UCoYweBqmkIQjeu3ja_C7K3w,https://www.youtube.com/channel/UCoYweBqmkIQjeu3ja_C7K3w,Science & Ideas,Science; Ideas; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
عالم الأسرار ون بيس,UCO9bThrHdNb4EcRXr5hItxA,https://www.youtube.com/channel/UCO9bThrHdNb4EcRXr5hItxA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
عبدالله العلاوي,UCUdtq-Fvlw7_NjzduNTZsbg,https://www.youtube.com/channel/UCUdtq-Fvlw7_NjzduNTZsbg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
عشوائيات,UCe1m3ZH68Q8314yqulWHTcw,https://www.youtube.com/channel/UCe1m3ZH68Q8314yqulWHTcw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
عمرو هريدي - Amr Haredy,UCpUZQEgQZ411-QX_gm8f23w,https://www.youtube.com/channel/UCpUZQEgQZ411-QX_gm8f23w,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
عيد اليحيى,UCmQ39IxymQc4_L9aPou1qiQ,https://www.youtube.com/channel/UCmQ39IxymQc4_L9aPou1qiQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
قطيع القطط الضالة,UCe_t0KO1onYzaqqMqHeP_Vw,https://www.youtube.com/channel/UCe_t0KO1onYzaqqMqHeP_Vw,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
قناة المحترف | Almohtarif channel,UCO58fldVogtwlz7c2PTeWrg,https://www.youtube.com/channel/UCO58fldVogtwlz7c2PTeWrg,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة وافي العلمية,UCRX9t2FnZN1-PBVo9jA4NQA,https://www.youtube.com/channel/UCRX9t2FnZN1-PBVo9jA4NQA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
لويس الأرجواني,UC7N3pF2Yx2ETs_aegMdN7xg,https://www.youtube.com/channel/UC7N3pF2Yx2ETs_aegMdN7xg,Science & Ideas,Science; Ideas,Yes,Inferred from the previous PocketTube collection,No
محتوى عشوائي - Random Content,UCUxzmvAQvXEvxR55dz1hukQ,https://www.youtube.com/channel/UCUxzmvAQvXEvxR55dz1hukQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
محمد المكي,UCPsW9x4sT6uUfnS7hBnlBhA,https://www.youtube.com/channel/UCPsW9x4sT6uUfnS7hBnlBhA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
نسر الكونغ فو Eagle Kung Fu Jaber,UCE5hSysXd4vCwdVUAEHhw1Q,https://www.youtube.com/channel/UCE5hSysXd4vCwdVUAEHhw1Q,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
‫فريدة حسني Farida Hosny I ‬‎,UCKPcgl4WoajS69tcZacv2Hw,https://www.youtube.com/channel/UCKPcgl4WoajS69tcZacv2Hw,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Aprende Defensa Personal,UCxylx7wEANiST0sYijleq0Q,https://www.youtube.com/channel/UCxylx7wEANiST0sYijleq0Q,Sports,,No,Inferred from the previous PocketTube collection,No
ASOBAL,UCxKi8kBed7a8r0wQA-slMWg,https://www.youtube.com/channel/UCxKi8kBed7a8r0wQA-slMWg,Sports,,No,Inferred from the previous PocketTube collection,No
BBHDGaming PLUS 亗,UC7i8DVH-0diXg8q0RFIJj0g,https://www.youtube.com/channel/UC7i8DVH-0diXg8q0RFIJj0g,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
Benthami Boxing,UCYnI4Jf9ope7caVIMCvUs2g,https://www.youtube.com/channel/UCYnI4Jf9ope7caVIMCvUs2g,Sports,Sports,Yes,"Inferred from channel name, recent video titles, and collection context",No
Big Jantee,UCGbOXfi_If-kP19VmES-Zjg,https://www.youtube.com/channel/UCGbOXfi_If-kP19VmES-Zjg,Sports,,No,Inferred from the previous PocketTube collection,No
Calisthenicmovement,UCZIIRX8rkNjVpP-oLMHpeDw,https://www.youtube.com/channel/UCZIIRX8rkNjVpP-oLMHpeDw,Sports,,No,Inferred from the previous PocketTube collection,No
Chris Bumstead,UC4514FwdRy5gI6CdC9GPb0w,https://www.youtube.com/channel/UC4514FwdRy5gI6CdC9GPb0w,Sports,,No,Inferred from the previous PocketTube collection,No
Club Omnisports De Meknes - CODM,UCs9YHNbygzT1i7FmdWGywOw,https://www.youtube.com/channel/UCs9YHNbygzT1i7FmdWGywOw,Sports,,No,Inferred from the previous PocketTube collection,No
Demi Bagby,UCJXbWTkXCIvL2unItjB3G4Q,https://www.youtube.com/channel/UCJXbWTkXCIvL2unItjB3G4Q,Sports,,No,Inferred from the previous PocketTube collection,No
EHF Home of Handball,UC5F7T3y7PF_1A3JvHfgm5rQ,https://www.youtube.com/channel/UC5F7T3y7PF_1A3JvHfgm5rQ,Sports,,No,Inferred from the previous PocketTube collection,No
Fahad-ness,UCZ06bmd42rGiUI41DgvfYeQ,https://www.youtube.com/channel/UCZ06bmd42rGiUI41DgvfYeQ,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
fightTIPS,UClKgO_YP3pcIVeav2g_k6hw,https://www.youtube.com/channel/UClKgO_YP3pcIVeav2g_k6hw,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
Fouad flex,UCBVgJmU8Jsb1yoU1KvTc-MQ,https://www.youtube.com/channel/UCBVgJmU8Jsb1yoU1KvTc-MQ,Sports,,No,Inferred from the previous PocketTube collection,No
GMHikaru,UCweCc7bSMX5J4jEH7HFImng,https://www.youtube.com/channel/UCweCc7bSMX5J4jEH7HFImng,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
HEAVY DUTY COLLEGE,UCfQ4gtZm_kUdnxmLIZ5VE6A,https://www.youtube.com/channel/UCfQ4gtZm_kUdnxmLIZ5VE6A,Sports,,No,Inferred from the previous PocketTube collection,No
Kariss Mounir,UCjjIhJ-XNrrabwMG2Bnwd3g,https://www.youtube.com/channel/UCjjIhJ-XNrrabwMG2Bnwd3g,Sports,,No,Inferred from the previous PocketTube collection,No
Khabib Nurmagomedov,UCVG90hWNJli0TE9zyxFBiQA,https://www.youtube.com/channel/UCVG90hWNJli0TE9zyxFBiQA,Sports,,No,Inferred from the previous PocketTube collection,No
Knockout Chaos,UC78_tfsC9F11-twdb-uXSWg,https://www.youtube.com/channel/UC78_tfsC9F11-twdb-uXSWg,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
korawbs1,UCuetEJpTis64ZyKI9p-XNSg,https://www.youtube.com/channel/UCuetEJpTis64ZyKI9p-XNSg,Sports,,No,Inferred from the previous PocketTube collection,No
KRAV MAGA TRAINING,UCMD_k2IDOQpGU4D8OMyHXVQ,https://www.youtube.com/channel/UCMD_k2IDOQpGU4D8OMyHXVQ,Sports,,No,Inferred from the previous PocketTube collection,No
Lichess,UCr6RfQga70yMM9-nuzAYTsA,https://www.youtube.com/channel/UCr6RfQga70yMM9-nuzAYTsA,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
LNH - Ligue Nationale de Handball,UCyUFNfWWyfJgnG6j0rWbxMQ,https://www.youtube.com/channel/UCyUFNfWWyfJgnG6j0rWbxMQ,Sports,,No,Inferred from the previous PocketTube collection,No
MattDoesFitness,UCeqR0F3O1V11CiiOaJbd1pw,https://www.youtube.com/channel/UCeqR0F3O1V11CiiOaJbd1pw,Sports,,No,Inferred from the previous PocketTube collection,No
Mohamed Aboubakr,UC9i6gCxiph_aBj68Xs9Iqng,https://www.youtube.com/channel/UC9i6gCxiph_aBj68Xs9Iqng,Sports,Sports,Yes,"Inferred from channel name, recent video titles, and collection context",No
Mohamed Tazarni,UCKlnZjz-_BbBIe_8zmIG5-w,https://www.youtube.com/channel/UCKlnZjz-_BbBIe_8zmIG5-w,Sports,,No,Inferred from the previous PocketTube collection,No
MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,https://www.youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
Nick DiGiovanni,UCMyOj6fhvKFMjxUCp3b_3gA,https://www.youtube.com/channel/UCMyOj6fhvKFMjxUCp3b_3gA,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
